,visit_id,completed_process,group
11759,55464721_40134207708_738732,0,Control
11760,55465378_98641923130_58660,1,Control
11761,554724641_3202999675_621109,0,Control
11762,554824273_38510442593_309163,0,Control
11763,554888978_37725970821_48093,1,Control
11764,554918482_51864571525_503976,0,Control
11765,554947831_54203566429_956658,1,Control
11766,554966094_23672366928_736512,1,Control
11767,554980984_55776004709_302378,0,Control
11768,555025992_18449177370_731620,1,Control
11769,555040234_71378287779_582456,0,Control
11770,555105259_89692227616_709556,1,Control
11771,555158325_77611400059_235650,0,Control
11772,555177976_31572461973_512512,0,Control
11773,555229456_94016258160_992611,0,Control
11774,555244345_39608769387_29193,0,Control
11775,555244919_54129866804_828859,1,Control
11776,555245810_65257452580_997083,0,Control
11777,555313936_41887861113_521422,1,Control
11778,555360236_9569141201_585533,1,Control
11779,555422859_74583950012_492700,1,Control
11780,555508698_2690785436_602402,1,Control
11781,5556017_85684511690_560891,0,Control
11782,555647122_43961890342_753448,0,Control
11783,555769460_56560602858_616700,0,Control
11784,555777661_38110902016_937851,1,Control
11785,555831840_45712328951_542231,1,Control
11786,555839267_62230113376_408039,0,Control
11787,555854854_79930377702_629003,1,Control
11788,55607556_28192477729_678083,0,Control
11789,556101387_13018198658_594203,1,Control
11790,556136460_99272648594_800375,0,Control
11791,55614352_25396285773_906644,0,Control
11792,556175086_50274457960_412031,0,Control
11793,556213968_31656061931_621535,1,Control
11794,556248834_9780486180_964332,1,Control
11795,556264828_46442585721_662004,0,Control
11796,556310121_6047392671_443218,0,Control
11797,556346570_45419242722_442232,0,Control
11798,55643738_84758385893_662121,0,Control
11799,556460128_26623379813_244675,1,Control
11800,556519676_95425299432_768727,1,Control
11801,556558357_44589639625_883405,0,Control
11802,556625360_26913963219_91410,0,Control
11803,5566575_95611765153_288686,1,Control
11804,556666606_1520804010_350842,0,Control
11805,556734746_40008833281_41931,0,Control
11806,556835304_24169567821_726790,0,Control
11807,556915835_2238576214_195691,0,Control
11808,556938768_5396749383_343002,1,Control
11809,556969513_42584631521_997621,1,Control
11810,557068623_79285785252_347666,0,Control
11811,557119464_7791304968_493114,1,Control
11812,557122564_84464106853_481228,1,Control
11813,557189693_21910406604_736580,0,Control
11814,557193585_76368973570_359902,0,Control
11815,557234872_18464863934_353709,0,Control
11816,55728230_66159777338_752801,0,Control
11817,557292053_87239438319_391157,0,Control
11818,557308170_12931907967_777019,0,Control
11819,557340204_35677035322_784350,0,Control
11820,557351062_50421667898_912949,1,Control
11821,557369780_54827124309_405218,1,Control
11822,557388564_88197751741_385824,0,Control
11823,557521073_6537527167_441499,0,Control
11824,557620541_50195441568_376329,1,Control
11825,557654423_59527694087_334345,0,Control
11826,557765647_41003667793_217720,1,Control
11827,557772108_57476389670_457848,1,Control
11828,55789085_54315141390_754569,0,Control
11829,557900702_1443110889_97332,1,Control
11830,557918772_51737931348_494007,0,Control
11831,557919745_64151424703_872467,0,Control
11832,557957791_66094696696_39530,0,Control
11833,557991416_23272525611_515737,0,Control
11834,558039905_6181111408_897353,1,Control
11835,558127539_84317648709_504768,1,Control
11836,558151369_8993525506_15003,1,Control
11837,558156283_93298793210_428176,0,Control
11838,558165034_68406992285_838595,1,Control
11839,558380147_36672384609_119663,0,Control
11840,55839868_67092290962_232806,0,Control
11841,558407077_13442074434_18507,1,Control
11842,558483289_20974205101_330247,0,Control
11843,558635562_46542130930_102813,0,Control
11844,558695320_89072593015_629536,1,Control
11845,558790381_38306333994_313876,0,Control
11846,558792996_42860388606_262264,1,Control
11847,558826374_55614945180_558241,1,Control
11848,558859256_75703538601_757203,0,Control
11849,558994004_46407155809_463336,1,Control
11850,558997222_59887691728_175700,1,Control
11851,559022504_41135401672_629694,0,Control
11852,559029112_5877934500_511964,0,Control
11853,559048322_81507056658_388685,0,Control
11854,559172499_13371479386_33482,1,Control
11855,559194106_62162567360_536599,0,Control
11856,559239289_61899731331_81953,1,Control
11857,55925176_96587326616_546912,0,Control
11858,559367270_10978558979_950585,1,Control
11859,559396354_69089595282_692770,0,Control
11860,559447351_26444558213_991497,0,Control
11861,559535293_53271735179_773538,1,Control
11862,559601592_6723539946_778423,1,Control
11863,559683188_1386258553_494253,0,Control
11864,559708497_98907006613_469100,0,Control
11865,559764011_23925599074_17060,0,Control
11866,559827674_84597749331_835219,1,Control
11867,55991449_29923688157_392907,0,Control
11868,559962412_72432905857_242420,0,Control
11869,560115886_40394127588_412491,0,Control
11870,560162106_40346268462_454714,0,Control
11871,560165400_42470750387_190304,0,Control
11872,560242498_71814743449_59253,0,Control
11873,560337036_97161133203_423206,0,Control
11874,560369078_39139462869_340035,1,Control
11875,560378616_29091067286_905393,1,Control
11876,560383203_31040087159_945900,1,Control
11877,560410355_92704561856_160983,1,Control
11878,560427904_33844312437_954843,1,Control
11879,560454235_31414038565_287580,1,Control
11880,56045457_38579829713_430228,1,Control
11881,560464436_25202890108_780275,0,Control
11882,560474721_83116299252_714834,0,Control
11883,560551562_40056056272_84119,0,Control
11884,560567300_66381795091_235892,0,Control
11885,560569138_5480899809_953281,1,Control
11886,560719020_54793929719_860263,0,Control
11887,560757203_76470432110_923100,1,Control
11888,560763735_61066534203_930213,0,Control
11889,560861591_35286118647_982796,0,Control
11890,560926754_13986158398_451811,0,Control
11891,560967027_71715634855_711837,0,Control
11892,560997298_6365491498_618314,1,Control
11893,561013382_77917467719_328971,1,Control
11894,561039559_17984295776_548175,0,Control
11895,561039744_69633818537_979997,0,Control
11896,561096312_93732756533_894761,0,Control
11897,561168453_93939105443_272016,0,Control
11898,561169794_58382984412_616596,0,Control
11899,561176347_91902091143_571451,0,Control
11900,561190172_70588385380_550405,0,Control
11901,561288356_8619712464_55910,1,Control
11902,561292425_33365344481_472559,0,Control
11903,561308302_74573966385_111400,0,Control
11904,561322328_5755348215_964497,0,Control
11905,561335420_70194427724_357683,1,Control
11906,561450811_86505072179_435258,0,Control
11907,561452334_54095153152_917662,0,Control
11908,561617348_95207918926_172096,0,Control
11909,561621215_55368874634_347471,1,Control
11910,561650916_27684731888_204720,0,Control
11911,561674820_4101121728_890131,0,Control
11912,561691803_49240218508_955688,0,Control
11913,561712373_27912339738_162301,1,Control
11914,561810180_39732266291_791239,1,Control
11915,561971238_86538875433_862007,1,Control
11916,56202653_95859640480_237790,1,Control
11917,562096508_79249305560_101612,0,Control
11918,562181174_68437237342_873825,0,Control
11919,56218416_52284669106_415012,1,Control
11920,56220913_2262747006_553277,0,Control
11921,562225534_33985294555_713515,1,Control
11922,562311360_90522101539_993146,1,Control
11923,56235683_35765459924_185746,1,Control
11924,562452704_98509700599_119367,0,Control
11925,562619466_45187690422_602900,0,Control
11926,562631115_8760446710_770374,1,Control
11927,562699905_96537261917_853,0,Control
11928,562743308_98174976976_254386,0,Control
11929,562752853_79238566265_365643,1,Control
11930,56281629_47123452485_102361,1,Control
11931,562914605_9362456688_970538,0,Control
11932,562918624_42658839408_839119,1,Control
11933,562921755_93971394707_994646,0,Control
11934,563007208_47378665889_579909,0,Control
11935,563027157_98723909404_668912,0,Control
11936,563037958_83146171949_336055,0,Control
11937,56308413_70404826366_82928,0,Control
11938,563088341_71203804469_232693,0,Control
11939,563090957_69659263787_797257,0,Control
11940,563118830_99417104118_623337,1,Control
11941,563135555_53273054412_469153,0,Control
11942,563160770_93400684701_811236,1,Control
11943,563233936_86684790501_952466,0,Control
11944,563521217_42823135861_264151,1,Control
11945,563629394_31872201378_689032,0,Control
11946,56363959_56499539936_444967,0,Control
11947,563658817_59837522166_242529,1,Control
11948,563662387_78874156047_212020,0,Control
11949,563666639_52043199971_398355,1,Control
11950,563795475_25471693927_184126,0,Control
11951,563827498_42778783490_643845,1,Control
11952,563904469_30654012392_830729,0,Control
11953,564089804_55005036571_948235,1,Control
11954,564179882_79328406316_425905,1,Control
11955,564210452_22581158464_912684,0,Control
11956,564220952_90085487688_591014,1,Control
11957,564223312_72155019177_892711,0,Control
11958,564243408_47180737760_941454,0,Control
11959,564310114_30858623442_268638,0,Control
11960,564314650_25042657768_203736,0,Control
11961,564343687_24650607588_910699,0,Control
11962,56434520_82440280875_254048,1,Control
11963,564384405_53786357594_19701,0,Control
11964,564409339_56340866058_961985,0,Control
11965,564418631_67590967178_80742,0,Control
11966,564567498_31600162933_147716,1,Control
11967,564611349_58782142615_866450,1,Control
11968,564696871_40323368102_356300,0,Control
11969,564715140_44066591334_953348,0,Control
11970,564732107_24525158208_200800,1,Control
11971,564766650_41165878962_756326,1,Control
11972,564774083_42411680131_143715,1,Control
11973,564781349_67934639043_645109,0,Control
11974,564801980_54043310762_723191,1,Control
11975,564848822_4712498148_865788,0,Control
11976,564992660_96187949308_412237,1,Control
11977,565114802_80826696156_782470,0,Control
11978,565179261_91183778706_239092,1,Control
11979,565191475_62682926597_56101,0,Control
11980,565224535_70408060538_645924,0,Control
11981,565250036_53276205292_607451,0,Control
11982,565299409_87009038361_619739,0,Control
11983,565304662_50309757856_158947,0,Control
11984,565340092_38837450616_407968,1,Control
11985,565383647_2684025964_533305,1,Control
11986,565398193_45926432578_953441,1,Control
11987,565522304_66356875289_109095,0,Control
11988,565546622_2763659944_722838,0,Control
11989,565555981_79109617863_936319,1,Control
11990,565558537_65573795471_34978,1,Control
11991,56576212_65133233255_176364,0,Control
11992,565816795_39917528760_831645,1,Control
11993,565819482_74319700785_774431,0,Control
11994,565852622_37749320895_19890,0,Control
11995,566037443_17398590194_699504,0,Control
11996,566039335_85574708867_904476,0,Control
11997,56607258_6019381077_836656,0,Control
11998,566080934_15479763163_776291,0,Control
11999,566121528_94236273184_108462,0,Control
12000,56617982_75240630782_843687,0,Control
12001,56621124_92431437273_117308,1,Control
12002,566249039_5736345282_360370,0,Control
12003,566461364_17023420246_136388,0,Control
12004,566491375_20997709842_67357,1,Control
12005,566503611_25793614163_796741,0,Control
12006,566574584_17932945594_299793,1,Control
12007,566705896_65348061581_295231,1,Control
12008,566730671_41965457818_314771,0,Control
12009,566759852_8921357390_726256,0,Control
12010,566887580_69448038344_415137,0,Control
12011,566921481_96599730748_844351,1,Control
12012,566950327_28552155907_887408,0,Control
12013,566964671_85752672553_764108,1,Control
12014,567031534_73812297183_47059,0,Control
12015,567033625_80264484954_209765,1,Control
12016,56704714_45512212462_182628,1,Control
12017,567168823_63002690178_610189,1,Control
12018,56717089_37834033432_256135,1,Control
12019,567270104_5288911570_916467,1,Control
12020,5673451_62823214608_174756,0,Control
12021,567361042_10580384874_112730,1,Control
12022,567406414_19668726777_214907,0,Control
12023,567418037_31975791624_855184,1,Control
12024,567450196_62605381775_953704,0,Control
12025,56749706_45921695808_947639,1,Control
12026,567559595_4605302557_88670,0,Control
12027,567570277_95976391438_985030,1,Control
12028,567630251_63548110458_831712,0,Control
12029,567658251_10495193841_923923,0,Control
12030,567692622_34497805434_860199,1,Control
12031,567759271_60781567612_354447,1,Control
12032,567777738_56714658202_743294,0,Control
12033,567866694_38810024204_820086,1,Control
12034,567882452_28985561373_219577,1,Control
12035,567929208_10875606320_503231,0,Control
12036,567960025_28964383454_868052,1,Control
12037,568010141_86074289753_202877,0,Control
12038,56801147_82369200113_486950,0,Control
12039,568053268_89002665237_437370,0,Control
12040,568053843_68885780384_253303,0,Control
12041,568063143_77307535385_793362,1,Control
12042,568127156_87576666395_38331,0,Control
12043,568240938_75545671392_206785,1,Control
12044,56827989_93596870654_76310,1,Control
12045,568293671_5658707237_51170,0,Control
12046,568355897_85238412765_552691,0,Control
12047,568361136_37314536749_965050,0,Control
12048,568361901_22483115204_21761,0,Control
12049,568367967_71314767854_468594,0,Control
12050,568388958_91035030614_996128,0,Control
12051,568416006_46118681655_808459,0,Control
12052,568431824_12633963349_424546,0,Control
12053,568439216_32011240530_260452,1,Control
12054,568459480_59444189310_60820,1,Control
12055,568492304_10306392757_109447,1,Control
12056,568533550_36821486868_772374,0,Control
12057,568574094_78055519962_376324,1,Control
12058,568767133_86145831198_328150,1,Control
12059,568819166_80596727019_75889,1,Control
12060,568898082_60769495180_892248,0,Control
12061,568933325_19247471339_984106,1,Control
12062,568960908_19977936343_829825,0,Control
12063,569000275_46350571266_922478,1,Control
12064,56900546_14185589719_767158,1,Control
12065,56901925_56340130587_182654,0,Control
12066,569031842_7466137522_76201,0,Control
12067,569051989_31473986943_565911,0,Control
12068,569070616_70990802926_960620,1,Control
12069,569073110_90848886893_968620,1,Control
12070,56911985_79675522078_912670,0,Control
12071,569174446_22741269601_423465,0,Control
12072,569188959_40767489847_824802,1,Control
12073,569213915_2227260038_791006,1,Control
12074,569254554_26292694587_216177,0,Control
12075,569261949_41578731640_987630,0,Control
12076,569365431_16083410809_924412,1,Control
12077,569669697_59685610175_308778,0,Control
12078,569794619_11520536533_125113,0,Control
12079,569798440_19054390216_544144,0,Control
12080,56982612_86439831505_148282,1,Control
12081,569837044_13496442511_139504,0,Control
12082,569934571_10475835431_808127,0,Control
12083,569947535_3261500263_383446,1,Control
12084,569961228_74219691045_241341,1,Control
12085,569968626_79206459631_525293,0,Control
12086,570117428_90720146034_477725,1,Control
12087,570123740_22591248554_332965,0,Control
12088,570145734_18104611867_758643,1,Control
12089,570149841_52454590698_541018,0,Control
12090,570156403_39110932557_713525,0,Control
12091,570187714_53687348254_395316,1,Control
12092,570216815_30006650062_740081,0,Control
12093,570257413_83063021496_158400,1,Control
12094,570272846_22135064917_323199,0,Control
12095,570283337_51520567672_671115,0,Control
12096,570293958_98325340534_291013,1,Control
12097,570315114_94335691643_278311,0,Control
12098,570325669_83029636614_263215,0,Control
12099,570403527_60616034537_53491,0,Control
12100,570490327_71657075100_574500,1,Control
12101,570508901_29560325279_594735,1,Control
12102,570538961_84083170321_299138,1,Control
12103,570594921_61125520067_111165,0,Control
12104,570644867_29143686010_705176,0,Control
12105,570646799_92958210037_948685,1,Control
12106,570654832_66951989492_522540,0,Control
12107,570675601_63207906761_128631,1,Control
12108,570708944_241517279_351268,0,Control
12109,570770652_50457080052_976860,1,Control
12110,570806102_27092632643_859322,1,Control
12111,5708944_21291745827_653589,0,Control
12112,570898168_57246946576_310271,1,Control
12113,570927348_66766632724_19685,1,Control
12114,570947773_52744876841_925495,1,Control
12115,57102636_12551868139_188874,1,Control
12116,571064679_46617394535_997284,1,Control
12117,571068593_88738877368_297284,1,Control
12118,571119250_82764864509_883667,0,Control
12119,571128556_35317876157_911868,0,Control
12120,57127100_25218587459_418711,0,Control
12121,571409930_32099249925_566355,1,Control
12122,571468996_83782540712_713240,1,Control
12123,571506760_7294039826_349968,0,Control
12124,571564672_46409545678_563004,0,Control
12125,571578233_87772972701_204590,0,Control
12126,571588979_82803388491_957345,0,Control
12127,571643228_65122934185_820605,1,Control
12128,571672374_61638566082_248536,1,Control
12129,571687756_43056026835_934350,0,Control
12130,571718790_35999238538_276742,1,Control
12131,571807327_70139107094_122440,1,Control
12132,571808074_4421580857_811606,0,Control
12133,571853189_82410841528_32204,1,Control
12134,571875171_19165981216_638498,0,Control
12135,571893856_49868405840_181845,0,Control
12136,572014149_33246284295_492970,0,Control
12137,572040376_7696967635_103685,1,Control
12138,572095706_5956117383_510613,0,Control
12139,572141196_37261373812_9811,1,Control
12140,572148721_17636713394_606471,1,Control
12141,572163360_10593488867_894626,1,Control
12142,572165151_46470837216_400644,0,Control
12143,572176278_72771909982_435086,1,Control
12144,572307038_73708041394_947507,0,Control
12145,572376107_25689242397_16862,1,Control
12146,572380587_53375658523_224001,0,Control
12147,572399932_25950700782_696385,0,Control
12148,572413785_45108807339_178045,1,Control
12149,572415547_74257140768_732071,0,Control
12150,57244564_20811161536_308362,1,Control
12151,572451305_63816365562_245890,0,Control
12152,572467773_71560925016_660028,1,Control
12153,572514616_50723079279_727996,0,Control
12154,572519489_71131568928_706967,0,Control
12155,572540758_78707106098_480074,1,Control
12156,572593703_54291268268_473794,1,Control
12157,572637545_19185874792_822517,1,Control
12158,572691863_78314941770_199415,0,Control
12159,572773022_49421929655_89428,0,Control
12160,572799759_13848500232_624309,1,Control
12161,572801138_21589117582_214966,1,Control
12162,572839616_59766131335_919076,1,Control
12163,572842310_29461837221_288884,0,Control
12164,572848054_27472184981_419285,1,Control
12165,572974385_99893466628_484533,1,Control
12166,572983251_62093714885_472310,1,Control
12167,572999750_44996972757_394310,1,Control
12168,573026485_31386241649_31570,1,Control
12169,573026880_41603487047_455481,1,Control
12170,57305212_90965165373_640083,1,Control
12171,573061200_81807737278_329670,1,Control
12172,5731057_33260826274_797079,0,Control
12173,573119241_7860715617_942242,1,Control
12174,573133875_28545244640_567918,1,Control
12175,573350287_72718882264_837697,1,Control
12176,573362206_20217283805_567549,1,Control
12177,57340272_74696671994_595408,1,Control
12178,573411814_74578416598_637280,0,Control
12179,57344223_59407398634_994856,1,Control
12180,57349654_61716837408_674584,1,Control
12181,573548220_64456964149_164980,0,Control
12182,573548230_96730848765_925261,1,Control
12183,573570756_22925861773_817331,0,Control
12184,573603175_29621645484_820852,1,Control
12185,573613158_55382966010_784228,1,Control
12186,573641920_43206299644_349537,1,Control
12187,573723964_29425544511_336935,0,Control
12188,573753182_22849645479_266704,1,Control
12189,573754410_5539419910_547588,1,Control
12190,573759840_78990802898_925660,0,Control
12191,573765782_20033342584_528855,1,Control
12192,573784859_65918934492_55419,1,Control
12193,573855323_22280939886_736185,0,Control
12194,573869361_45476622780_925791,0,Control
12195,573906657_18192147595_846362,1,Control
12196,573982019_72907121962_19015,0,Control
12197,574031569_92927880770_219707,0,Control
12198,574045476_80818646358_528173,1,Control
12199,574078465_29196925910_813746,0,Control
12200,574078500_49715500381_164185,1,Control
12201,574143845_26482592144_122191,0,Control
12202,574162876_48738505052_528866,1,Control
12203,574266964_20784685801_820053,1,Control
12204,574279158_59999952762_716100,1,Control
12205,574333231_11120265442_585674,0,Control
12206,574394244_17349977219_183464,0,Control
12207,57441527_4478213950_831976,0,Control
12208,574489641_57718823592_587592,1,Control
12209,574546635_39204594872_411808,0,Control
12210,574573460_87289423895_877684,0,Control
12211,574575408_26335092971_397516,0,Control
12212,574587954_46050639771_26798,1,Control
12213,574824830_3110569075_99643,0,Control
12214,574830403_2903620747_872296,0,Control
12215,57485238_71854557741_141017,0,Control
12216,574905004_27608809974_428310,0,Control
12217,575014848_25454630308_106114,0,Control
12218,575034588_88097820902_87074,0,Control
12219,575075406_54263296777_457903,0,Control
12220,575129903_88473029523_658403,0,Control
12221,575151379_20594202370_212895,1,Control
12222,575213591_92162618560_481009,0,Control
12223,57521594_91882646518_386323,1,Control
12224,575236017_78435279356_148407,1,Control
12225,575315691_91466150997_44464,1,Control
12226,575402628_4869980436_410190,0,Control
12227,5754057_82753076210_545592,0,Control
12228,575455479_88936391978_570156,1,Control
12229,575539980_40905731808_540115,0,Control
12230,575553205_58114718274_838577,1,Control
12231,575579471_84815860061_459943,0,Control
12232,575630154_41003611087_508538,0,Control
12233,575743869_19959556046_968344,0,Control
12234,575789646_24339803818_59755,0,Control
12235,575800505_91607748318_637915,0,Control
12236,575847318_76037672627_108767,0,Control
12237,575860486_20910386468_55895,0,Control
12238,575899247_80593898938_804657,0,Control
12239,575939762_44129201043_986143,1,Control
12240,575989069_4299182448_834360,0,Control
12241,57602248_45214033393_389499,1,Control
12242,576166816_55181038343_687758,0,Control
12243,576213360_59251510285_807714,1,Control
12244,576213695_8059149956_971576,0,Control
12245,576331039_503163062_367125,1,Control
12246,576349603_83912309045_335564,0,Control
12247,576355797_23291420573_407791,1,Control
12248,576357237_73377832507_204908,1,Control
12249,576521706_35816126336_20028,1,Control
12250,576538280_96926893368_64915,1,Control
12251,576638125_18121769072_661587,1,Control
12252,576685320_48419599132_129470,1,Control
12253,576757928_9694301386_3977,1,Control
12254,576771267_9510323494_380942,1,Control
12255,57677135_45271494924_666065,0,Control
12256,576772236_15425732435_649289,1,Control
12257,576812245_20909325685_858770,0,Control
12258,57684934_73858565600_258546,0,Control
12259,576856362_25923392112_436692,0,Control
12260,576890720_4896846370_790695,0,Control
12261,576997116_80602873260_210162,0,Control
12262,577006136_175901104_814428,1,Control
12263,577034235_66060693731_392396,0,Control
12264,577088761_14494133611_993985,0,Control
12265,577128786_47276606984_417538,0,Control
12266,577183890_59660764828_939182,0,Control
12267,577235056_35199331472_355124,1,Control
12268,577276023_97731387934_111944,1,Control
12269,577286346_33729318295_932163,1,Control
12270,57735636_72229209384_776840,0,Control
12271,577381887_57019691390_349016,0,Control
12272,577405109_60985125738_505158,1,Control
12273,577445954_38253354261_606417,0,Control
12274,57745861_86512318727_649170,0,Control
12275,577479025_23003224575_613058,1,Control
12276,577542360_84634323639_84561,0,Control
12277,57754492_78774444484_854610,0,Control
12278,577588728_75704370541_832276,1,Control
12279,577654162_93974754264_404485,0,Control
12280,577664975_70623630265_716771,1,Control
12281,577673071_2350493771_520707,0,Control
12282,577701948_96457985520_856502,0,Control
12283,577759083_86323090306_157923,0,Control
12284,577838188_72581546183_38905,1,Control
12285,577873691_79805041664_175575,0,Control
12286,577883312_53722100855_797069,1,Control
12287,57795108_47481938152_362179,1,Control
12288,57796722_45061066630_831530,0,Control
12289,57801817_79110844468_994185,0,Control
12290,57801865_69907415442_489141,1,Control
12291,578107021_96251440001_555987,1,Control
12292,578118602_47638057310_706464,1,Control
12293,578178747_70884718271_239056,0,Control
12294,578223964_8001178807_736613,1,Control
12295,578247064_64314687685_648516,0,Control
12296,578249931_98952005520_461460,0,Control
12297,578274646_61176004281_235453,1,Control
12298,578278774_64489082634_914963,0,Control
12299,578323609_57599241173_574924,1,Control
12300,578375349_33730351924_900869,0,Control
12301,578509686_22016003707_643596,1,Control
12302,578588230_57931364863_304190,0,Control
12303,578678262_26651049442_327937,0,Control
12304,578776613_50268955218_34758,1,Control
12305,578800558_190830023_755738,0,Control
12306,57881444_67349747021_790654,1,Control
12307,578846772_44042032138_963096,1,Control
12308,57885204_24256268297_104626,0,Control
12309,578871391_93695855916_907430,0,Control
12310,578962322_53115934318_622179,1,Control
12311,578962363_84208666647_299630,0,Control
12312,578987565_50586856606_185139,1,Control
12313,579051934_32777443781_725223,0,Control
12314,579138812_73282919111_81932,1,Control
12315,57915557_24927186421_174230,0,Control
12316,579183634_30304618064_507341,1,Control
12317,57919064_69522560055_997821,1,Control
12318,579286741_75169860239_12869,1,Control
12319,579291332_45091620013_208772,0,Control
12320,579314706_18176556841_729560,1,Control
12321,579367767_60788307935_908431,1,Control
12322,579369959_76319820707_173529,0,Control
12323,579370674_70618324432_696366,1,Control
12324,579394869_64443868812_42461,1,Control
12325,579462049_11912252774_815992,1,Control
12326,579505333_82772606312_955647,0,Control
12327,579547858_51475503142_151474,1,Control
12328,579555006_42833707564_86137,0,Control
12329,579640313_40826135379_255699,0,Control
12330,579655663_68527460927_135512,1,Control
12331,579699913_19159836654_548453,0,Control
12332,579706429_15415431509_41775,1,Control
12333,579740614_49468853520_364354,0,Control
12334,579771226_85265752828_438309,0,Control
12335,579826346_57806042970_903497,1,Control
12336,579881853_377891980_368708,0,Control
12337,579890141_31741308459_871692,1,Control
12338,579891939_65334194619_837415,1,Control
12339,579900821_89704006927_86736,0,Control
12340,579942733_38153449683_474496,0,Control
12341,580008395_97462824807_342713,1,Control
12342,580059864_49035965825_677508,1,Control
12343,580108133_87115143839_195331,1,Control
12344,58011422_23631611079_621393,1,Control
12345,580115962_91670146323_499272,1,Control
12346,580134494_89786501194_927767,0,Control
12347,580367171_17977781433_677335,1,Control
12348,580368984_87053750372_288828,0,Control
12349,580370079_79747740100_489783,1,Control
12350,58038230_94777351433_596610,1,Control
12351,580419394_8185941477_116966,0,Control
12352,580435501_81237201254_663295,0,Control
12353,580520271_9393942708_489088,1,Control
12354,580584864_21639180448_245426,0,Control
12355,5806990_67865880364_232257,1,Control
12356,580725427_31717211567_787609,1,Control
12357,580747659_37119382232_294331,1,Control
12358,580774005_24249943202_830628,0,Control
12359,580782636_41173940959_35936,1,Control
12360,580809481_78435101210_4429,1,Control
12361,580813707_69950738575_149225,1,Control
12362,580871177_62833033156_645271,1,Control
12363,580903889_82353765871_598385,1,Control
12364,580905294_15528752727_378388,0,Control
12365,580934045_13038885696_888233,0,Control
12366,580941659_7001837774_181911,0,Control
12367,580952843_92010541238_958716,1,Control
12368,581000671_55901746371_273253,0,Control
12369,581052629_21951036404_881683,1,Control
12370,58106553_46391809631_528941,1,Control
12371,581093456_95508293202_463272,0,Control
12372,581115606_18035930442_829982,0,Control
12373,581150659_39383367168_974609,0,Control
12374,581174440_28795796396_523218,1,Control
12375,581259420_19333696657_662246,0,Control
12376,581264708_1719979492_127524,0,Control
12377,581296090_69902225410_946543,1,Control
12378,581307722_63213428537_439055,1,Control
12379,581309474_55088914109_529536,1,Control
12380,581312589_22276829302_70020,0,Control
12381,58133630_95371610149_38162,1,Control
12382,581357349_88791196766_992103,1,Control
12383,581405813_84677667944_324929,0,Control
12384,581417168_62890255122_98478,0,Control
12385,581454641_99193779401_755840,0,Control
12386,581496352_71968945924_657810,0,Control
12387,581513317_39880680125_838784,1,Control
12388,581597400_2442532359_533656,1,Control
12389,581630340_61258028573_655449,0,Control
12390,581678539_51230644253_281434,1,Control
12391,58168719_61570183866_485099,1,Control
12392,581723738_51102729811_269436,1,Control
12393,581729032_32018900065_957009,0,Control
12394,581774899_61621213167_600782,0,Control
12395,581821143_30464571945_764645,0,Control
12396,58187236_61946328841_581566,0,Control
12397,581918819_31164874195_450707,0,Control
12398,581971105_21623936386_233248,0,Control
12399,582001771_11448147763_669227,0,Control
12400,582009570_63492899144_321813,0,Control
12401,582009608_94232366072_974634,1,Control
12402,582026258_2525751710_38931,1,Control
12403,582026617_26325210440_754199,0,Control
12404,582053916_91550526914_515649,0,Control
12405,582068453_64924804574_838338,1,Control
12406,582073029_82080301469_722869,1,Control
12407,582094639_56716875150_670509,0,Control
12408,58214906_46627582228_170436,1,Control
12409,58215504_1578718586_822441,0,Control
12410,582268486_25127704826_322228,1,Control
12411,582276109_5511197740_89984,0,Control
12412,582294694_79768342665_776669,0,Control
12413,582324418_79205734470_906556,0,Control
12414,582336353_68086464501_9521,0,Control
12415,582410438_60151936003_906485,0,Control
12416,582488580_550855810_408904,1,Control
12417,582521400_31159174025_881,1,Control
12418,582609831_87516492298_265057,1,Control
12419,582615521_62348187689_764378,1,Control
12420,582624470_21271338254_117070,1,Control
12421,582673388_99478902302_547876,1,Control
12422,582680246_44061232992_597596,1,Control
12423,582737230_89125511203_648950,1,Control
12424,58274087_92090882008_423959,0,Control
12425,582750308_12053358568_558553,1,Control
12426,582799677_11936090478_278260,1,Control
12427,582802810_98341602293_138981,0,Control
12428,58281527_66412800527_530449,1,Control
12429,58283324_52514750795_18442,1,Control
12430,582887642_90406676973_252734,1,Control
12431,582943652_80039529945_826706,1,Control
12432,582946557_32624629021_820470,0,Control
12433,582954349_13562386538_549271,1,Control
12434,582954927_20945583523_313242,1,Control
12435,582955385_96884208586_459045,0,Control
12436,582995620_82426065088_6748,0,Control
12437,58300303_23985735580_309879,0,Control
12438,583018916_44987966313_508313,0,Control
12439,583085087_21990283945_61501,0,Control
12440,583250115_10681030975_375088,0,Control
12441,583260771_32825479559_204547,0,Control
12442,583265294_53815995681_48344,1,Control
12443,583327415_19513940564_488564,1,Control
12444,583327491_44457085255_476774,1,Control
12445,583346348_60890863388_673195,1,Control
12446,583375938_65546931832_50358,0,Control
12447,583406504_9149131617_382889,0,Control
12448,583460045_10417427784_736588,0,Control
12449,583531104_9431916652_848019,0,Control
12450,583574613_62025030764_971747,1,Control
12451,583589641_34570565488_93916,0,Control
12452,583627880_47351168154_883027,1,Control
12453,583651289_35137598884_719749,0,Control
12454,583666018_456857774_335860,0,Control
12455,583677798_78078361746_127283,1,Control
12456,583735626_50256725185_514209,1,Control
12457,583770081_8069239813_893968,0,Control
